Text,text_english
politis partai golkar dukung pasangancaprescawapres nomor urut prabowogibran bahlil lahadalia bela sikap presiden jokowi serah bantu sosial bansos langsung masyarakat ajak mensos tri rismaharini lt,"Golkar Party politicians support presidential and vice presidential candidate pair number Prabowo Gibran Bahlil Lahadalia defends President Jokowi's stance on handing over social assistance, direct social assistance to the community, invites Minister of Social Affairs Tri Rismaharini lt"
kontol akun jilat kontol jokowiskrg jilat kontol ganjar bener sih kan gay,dick account lick dick jokowiskrg lick dick ganjar really gay right
ajak pak jokowi main kantor psi dong wkwkwkk,"invite Mr. Jokowi to play at the PSI office, hahaha"
kasus presiden jokowi pertama dunia,the first case of president jokowi in the world
oke kita abis makan siang nyanyi,"okay, after lunch we'll sing"
bukan pkh dr jaman sby sempat pak jokowi pernah kritik pkh sifat blt,"not pkh from sby era, pak jokowi once criticized pkh's blt nature"
turut jendral hebatkarena mampu ubah musuh jadi teman baik amp siap diri depan untuk,also a great general because he is able to turn enemies into good friends and prepare himself to face them
ahok rupa kuda putih jokowi,Ahok looks like Jokowi's white horse
ingat era jokowi beberapa menteri jabat lai terang terang pihak,"remember the Jokowi era, several ministers held other positions openly, the parties said"
menteri jokowi aneh airlangga bahlil budie ari yaqut erickmenteri layak dapat predikat jilat of the world,Jokowi's strange minister Airlangga Bahlil Budie Ari Yaqut Erick Minister deserves the title of Lick of the World
lu emang bego yaudah tau satire,"You're really stupid, you already know satire"
makasih ye pak,thank you sir
pak jokowi selalu tau baik,Mr. Jokowi always knows well
die berangkat cari karier gelandang politik awal nya mulai horny kangkang konstitusi darisini cari glandangan politik buat corong suara dia siapin awal sniper buat sikat kritisi ybs cc,"He set out to find a career as a political midfielder, at first he started to get horny, straddling the constitution, from here he looked for a political loophole to be a mouthpiece, he prepared a sniper to sweep away the critics of the CC"
pihak tentu maksud bahlil kongkalikong amrik china rusia uni eropa jepang korsel korut negara timtenginfo a intelijen jokowi ambisi invasi dunia sangat takut,party certainly means bahlil collusion america china russia european union japan south korea north korea middle east countries info a intelligence jokowi ambition to invade the world very afraid
bang nanya jgn marah iya kalau anis jd presiden gamau lanjutin ikn nanti jadi mangkrak tu ikn kira yang disalahin jokowi apa anis soal bangun udah lebih,"Bro, I'm asking, don't be angry. If Anis becomes president, don't you want to continue, then it will stall, I think Jokowi is to blame, is Anis about waking up already?"
malaikat tau siapa jadi juara hati pak jokowi,Angels know who is the winner of Mr. Jokowi's heart
ganjar selalu korban salah jokowi,Ganjar is always the victim of Jokowi's mistakes
dulu sekarang malah tel ludah sendiri malu dia apa coba,"In the past, now he even spits on his own tongue. What is he ashamed of?"
psi seperti jadi demokrat jokowi sby dompleng jadi diri demokrat,psi like being a democrat jokowi sby hitchhiking to become a democrat
namti kta pak jokowi ubah,Mr Jokowi said he would change
model dada semua kaya tahu bulat dukung emang dungu kali iya justru indonesia nyontoh luar negeri bukan lahir pikir sendiri kaji lebih dulu tehdap unsur tanah jujur lama periode pak jokowi tani nelayan kita derita,"The chest models are all rich, you know how to support them, it's really stupid, yes, in fact, Indonesia imitates foreign countries, it's not born, think for yourself, study first the elements of the land, honestly, for a long time, Pak Jokowi, our fishermen's farmers have suffered"
cuman jokowi bnyk petinggi dinegri anak jabat bantu ayah kerabat nya bukan berita bru lgi jd jngn itu hnya tunggang penting politik,"It's just that Jokowi has many high-ranking officials in his country who hold positions to help their fathers and relatives, it's not new news anymore, so don't do it just for political gain."
golong didik tinggi untuk golong didik tengah bawah mana peduli sama kecil ini,high education class for lower middle education class who cares about this little thing
jarang jarang ngin nyuit cuit mu udah kurang laku pak,"It's rare to want to tweet. Your tweets are not selling well, sir"
bahkan sampe yang bilang gera psi iya sikap pak jokowi,Even those who say Gera Psi is Mr Jokowi's attitude
ingat prabowo jokowi soal proyek gagal,remember prabowo jokowi about failed projects
uang pajak rakyat bukan jokowi,"people's tax money, not Jokowi's"
rezim jokowi sangat aneh sangat kacau benar lagi duli hukum buat main langgar pernah gubris istana selalu usaha cari benar bisa harap mahasiswa turun jalan mereka garda depan suara,"Jokowi's regime is very strange, very chaotic, again, he used to break the law, he never paid attention to the palace, he always tried to find out, he could hope that students would take to the streets, they would be the vanguard of the voice"
partai milik jokowi iya kan,"Jokowi's party, right?"
cerita rektor unika soegijapranata minta buat video apresiasi kerja jokowi,story of rector of UNIKA Soegijapranata asking to make a video appreciating Jokowi's work
ribu rawan prabowogibran gelar umbul donga jogo kampung jokowi solo,Thousands of Prabowo-Gibrans hold a flag ceremony to celebrate Jokowi's Solo village
gibran mundur tidak gantung ayah jokowiyg ngotot kan ayah mmbangun dinasti keluargatentu jokowi pantang mundurmeskipun petisi olh guru besarjokowi percaya diri dukung olh aparat loyalis demokrasi,"Gibran resigns without hanging Jokowi's father, who is adamant about building a family dynasty, of course Jokowi will not back down, despite the petition from professors, Jokowi is confident in being supported by loyal democratic officials."
no wayyyy theyre very different bahkan dulu gue gatau visi misi gagas si jokowi tau demen nyemplung got aja rekam jejak jelas beda bjir anies konsisten with what he said fr bukti jokowi ngomongnya aja konsisten cuy kemarin begini skrng,"no wayyyy they're very different, in fact back then I didn't even know Jokowi's vision and mission, he knew he wanted to just go for it, the track record was clearly different, bjir Anies was consistent with what he said, fr proof that Jokowi just said it consistently, cuy yesterday it was like this now"
jilat terus jerumus ramai guru besar universitas deklarasi pak jokowi tobat konstitusi tetap ada jalur demokrasi picik engkau bilang skenario,"keep licking and licking a lot of university professors, Pak Jokowi's declaration of repentance to the constitution, there is still a narrow democratic path, you said the scenario"
jokowi minta rawan ikut kampanye prabowogibran,Jokowi asks Vulnerable to join Prabowo-Gibran's campaign
liat nih klarifikasi video ahok aka rudi jgn asumsi resta restu ibu nenek loejustru mega nahan ahok mundur ikhlaa sendiri,"Look at this video clarification of Ahok aka Rudi. Don't assume your grandmother's mother's blessing. In fact, Ahok is holding back his own sincerity."
bahlul tri terang era jokowi,Bahlul Tri is the light of the Jokowi era
hasto jokowi lindung hirup bau ketek samaketeknya buk mega,Hasto Jokowi protects himself from smelling the smell of Megawati's armpits
ribu rawan prabowogibran gelar umbul donga jogo kampung jokowi solo,Thousands of Prabowo-Gibrans hold a flag ceremony to celebrate Jokowi's Solo village
ribu rawan prabowogibran gelar umbul donga jogo kampung jokowi solo,Thousands of Prabowo-Gibrans hold a flag ceremony to celebrate Jokowi's Solo village
ribu rawan prabowogibran gelar umbul donga jogo kampung jokowi solo,Thousands of Prabowo-Gibrans hold a flag ceremony to celebrate Jokowi's Solo village
makin panik ketar tir pak jokowi sebgai endors senyap pengaruh suara mutlak maka dri issue istana acakdan krena model orang begni tnpa sadar statement roky gerung kena closing statement bukti makin merosot suara,"Pak Jokowi's voice is getting more and more panicked as a silent endorser, the influence of the vote is absolute, so from the random palace issue, and because of this type of person without realizing, Roky Gerung's statement is subject to closing statements, the evidence is that the vote is getting worse."
semua projo boyong jokowi kim sisa beberapa ganjar mafud,All Jokowi Kim's projos are left with some of Mafud's rewards
sy dukung si gerung emang mulut tai bgt,"I support the grumpy guy, he really has a dirty mouth"
anies representasi cerdas stabil emosi prestasi integritas change and hope prabowo representasi joged ham anti media keras labil emosi bebek jokowi ganjar representasi nasionalis tulen loyalitas sedikit labil satset totalitas,anies representation intelligent stable emotional achievement integrity change and hope prabowo representation dancing ham anti media hard unstable emotions duck jokowi ganjar representation pure nationalist loyalty slightly unstable satset totality
segera tes jiwa,immediately test your soul
coba tanya klo bener semangat lanjut buah pikir jkw anak musti jadi cawapres jokowi cawe pdhal lebih waras maju jika kebelet kuasa apa megang indonesia tahun cukup makanya tidak mau ganti apa mau nyontoh putin gt,"try asking, if you really have the enthusiasm to continue, what you think is that your child should be Jokowi Cawe's vice presidential running mate, even though it's saner to go forward, if you are in need of power, is holding Indonesia enough years, so don't you want to change or do you want to follow Putin's example?"
awal suka ganjar dukung jokowi telah ganjar piala dunia u batal pelan pelan alih dukung yang sesuai arah pak jokowi,"Initially, Ganjar supported Jokowi, but then he cancelled the World Cup, but slowly he switched to supporting Mr Jokowi"
jilat bahlil ken liat klu jokowi jatuh dan gera mahasiswa makin luas thn laluapa tetap sama jokowi langsung cuci tangan,lick bahlil ken see if jokowi falls and the student movement is getting wider last year what if jokowi still washes his hands immediately
justru tegas angka miskin era jokowi ada baik,"in fact, the poverty figures in the Jokowi era are good"
gimana rasa dukung orang anda banggakn katain bangs si rocky gerung juga sama kami rasakn pak dikatain bajingn tolol,"How do you feel about supporting people? You're proud to say that, bro, Rocky Gerung is the same as we feel, sir, being called a stupid bastard."
sialanaku tadi malem mimpi jokowi sama prabowo masuk kamar kos ku,"Damn, last night I dreamed that Jokowi and Prabowo entered my boarding room"
